sujeto,Time_s,RF,BF,VM,ST,FX
5Nmar,1.776,0.0,-0.006,-0.0023,-0.054,5.4
5Nmar,1.777,-0.0015,-0.003,-0.0023,-0.0593,5.3
5Nmar,1.778,-0.0008,-0.0015,-0.0046,-0.0623,5.3
5Nmar,1.779,-0.003,-0.003,-0.006,-0.0683,5.2
5Nmar,1.78,-0.0023,-0.0053,-0.0046,-0.0833,5.1
5Nmar,1.781,-0.0015,-0.0023,-0.0015,-0.0863,5.1
5Nmar,1.782,-0.0008,0.0,-0.0015,-0.096,5.1
5Nmar,1.783,0.0022,0.0,0.0007,-0.0938,5.0
5Nmar,1.784,0.003,-0.0015,0.0022,-0.0803,5.0
5Nmar,1.785,0.0045,0.0015,0.003,-0.042,5.0
5Nmar,1.786,0.0045,0.0067,0.0052,-0.003,4.9
5Nmar,1.787,0.003,0.0015,0.0052,-0.0143,4.9
5Nmar,1.788,0.003,-0.0015,0.0045,-0.0195,4.9
5Nmar,1.789,0.003,0.0015,0.0022,-0.033,4.8
5Nmar,1.79,-0.0008,0.003,0.0007,-0.0511,4.8
5Nmar,1.791,-0.0015,0.0097,0.0015,-0.0503,4.8
5Nmar,1.792,-0.0008,0.015,0.0,-0.057,4.7
5Nmar,1.793,-0.0008,0.009,-0.0008,-0.0533,4.7
5Nmar,1.794,0.0015,0.0015,-0.003,-0.048,4.6
5Nmar,1.795,0.0045,0.0007,-0.0046,-0.042,4.6
5Nmar,1.796,0.0015,0.0007,-0.0015,-0.0495,4.5
5Nmar,1.797,0.0007,-0.0008,0.0022,-0.054,4.5
5Nmar,1.798,0.0045,-0.0023,0.0067,-0.048,4.5
5Nmar,1.799,0.0037,-0.0075,0.0082,-0.0495,4.5
5Nmar,1.8,0.0075,-0.0091,0.006,-0.0413,4.4
5Nmar,1.801,0.0105,-0.0038,0.006,-0.042,4.4
5Nmar,1.802,0.0067,-0.0015,0.0045,-0.0428,4.4
5Nmar,1.803,0.0045,-0.0015,0.0,-0.0525,4.3
5Nmar,1.804,0.0015,-0.0015,0.0,-0.063,4.3
5Nmar,1.805,0.0045,0.0015,0.0015,-0.048,4.3
5Nmar,1.806,0.0082,0.0067,0.003,-0.0203,4.3
5Nmar,1.807,0.0067,0.006,0.0015,0.0052,4.3
5Nmar,1.808,0.0045,0.0022,0.0045,0.0075,4.2
5Nmar,1.809,0.0075,-0.0008,0.0082,0.009,4.2
5Nmar,1.81,0.0075,-0.0008,0.0082,0.006,4.2
5Nmar,1.811,0.0082,-0.0015,0.0067,0.0007,4.2
5Nmar,1.812,0.0082,-0.0008,0.0052,0.0105,4.1
5Nmar,1.813,0.003,-0.0023,0.006,0.0187,4.1
5Nmar,1.814,0.0,-0.006,0.0052,0.0195,4.1
5Nmar,1.815,0.0007,-0.0046,0.0052,0.0255,4.0
5Nmar,1.816,0.0022,-0.003,0.0037,0.0442,4.0
5Nmar,1.817,0.0007,-0.0023,0.0045,0.0442,4.0
5Nmar,1.818,-0.0008,-0.0015,0.0037,0.0367,4.0
5Nmar,1.819,-0.0053,-0.0015,0.0045,0.0367,4.0
5Nmar,1.82,-0.003,0.0015,0.0045,0.0382,3.9
5Nmar,1.821,-0.0008,-0.0008,0.0,0.0427,3.9
5Nmar,1.822,0.0,-0.0015,0.0015,0.0435,3.9
5Nmar,1.823,0.0015,0.0007,-0.003,0.048,3.9
5Nmar,1.824,-0.0023,-0.0008,-0.0053,0.0525,3.9
5Nmar,1.825,-0.003,0.0007,-0.0053,0.0427,3.9
5Nmar,1.826,-0.0023,0.0007,-0.0068,0.0225,3.9
5Nmar,1.827,0.0,0.0007,-0.006,0.0277,3.9
5Nmar,1.828,0.0015,0.0015,-0.0068,0.0405,3.9
5Nmar,1.829,0.0015,-0.0015,-0.0046,0.0495,3.9
5Nmar,1.83,0.0022,-0.0008,-0.0015,0.066,3.9
5Nmar,1.831,0.0,0.0007,-0.0015,0.0622,3.9
5Nmar,1.832,-0.0023,-0.0053,0.0,0.0787,3.9
5Nmar,1.833,-0.0023,-0.0105,0.0037,0.0915,3.9
5Nmar,1.834,-0.0008,-0.0098,0.0067,0.096,3.9
5Nmar,1.835,0.0022,-0.0098,0.0045,0.084,3.9
5Nmar,1.836,0.003,-0.0083,0.0015,0.0487,3.9
5Nmar,1.837,0.0015,-0.0053,0.0007,0.057,3.9
5Nmar,1.838,-0.0015,-0.0038,-0.0008,0.0547,3.9
5Nmar,1.839,-0.0008,-0.0015,0.0,0.0525,3.9
5Nmar,1.84,0.0007,-0.0015,0.0,0.0472,3.9
5Nmar,1.841,-0.0008,-0.0023,-0.0008,0.039,4.0
5Nmar,1.842,0.0015,-0.0008,-0.0008,0.0427,4.0
5Nmar,1.843,0.0015,-0.0068,-0.0046,0.0277,4.0
5Nmar,1.844,0.0022,-0.0181,-0.0083,0.018,4.0
5Nmar,1.845,-0.0008,-0.0256,-0.0091,0.0157,4.0
5Nmar,1.846,0.0007,-0.0218,-0.0046,0.0292,4.1
5Nmar,1.847,0.003,-0.0143,-0.0015,0.0292,4.1
5Nmar,1.848,0.0007,-0.015,-0.0015,0.0112,4.1
5Nmar,1.849,0.0007,-0.0158,0.0,-0.0105,4.1
5Nmar,1.85,0.0015,-0.012,0.0007,-0.045,4.2
5Nmar,1.851,0.0,-0.0135,0.0015,-0.0728,4.2
5Nmar,1.852,0.0015,-0.0173,0.0,-0.096,4.2
5Nmar,1.853,0.0075,-0.0083,0.0015,-0.0968,4.3
5Nmar,1.854,0.0067,0.0142,0.003,-0.0863,4.3
5Nmar,1.855,0.0082,0.0382,0.0037,-0.0758,4.3
5Nmar,1.856,0.0082,0.0555,0.003,-0.0578,4.4
5Nmar,1.857,-0.003,0.0675,0.0022,-0.0436,4.4
5Nmar,1.858,-0.0091,0.0667,0.0015,0.0607,4.4
5Nmar,1.859,-0.0008,0.0547,0.0045,0.2565,4.4
5Nmar,1.86,0.0082,0.0202,0.0052,0.2707,4.5
5Nmar,1.861,0.0142,0.003,0.006,0.171,4.5
5Nmar,1.862,0.0157,0.0262,0.0075,0.1012,4.5
5Nmar,1.863,0.0135,0.0255,0.006,-0.0158,4.5
5Nmar,1.864,0.0142,-0.0053,0.003,-0.0578,4.5
5Nmar,1.865,0.0105,-0.0143,0.0045,-0.0825,4.6
5Nmar,1.866,0.0105,-0.0218,0.0067,-0.078,4.6
5Nmar,1.867,0.0082,-0.0398,0.003,-0.0608,4.6
5Nmar,1.868,0.003,-0.0436,-0.0008,-0.0263,4.6
5Nmar,1.869,0.0007,-0.0405,0.0007,0.1027,4.7
5Nmar,1.87,-0.0015,-0.0181,0.003,0.1642,4.7
5Nmar,1.871,-0.0053,-0.0248,0.0052,0.1057,4.7
5Nmar,1.872,-0.0075,-0.048,0.0052,0.018,4.8
5Nmar,1.873,-0.0091,-0.0368,0.0015,-0.0383,4.8
5Nmar,1.874,-0.0128,-0.0375,-0.003,-0.1013,4.8
5Nmar,1.875,-0.0091,-0.0308,-0.0046,-0.1155,4.8
5Nmar,1.876,-0.006,-0.0068,-0.0053,-0.1118,4.9
5Nmar,1.877,-0.006,0.0082,-0.0083,-0.1163,4.9
5Nmar,1.878,-0.0023,0.0217,-0.0068,-0.1006,4.9
5Nmar,1.879,0.0,0.036,-0.0023,-0.0975,4.9
5Nmar,1.88,0.0007,0.0675,0.003,-0.0908,4.9
5Nmar,1.881,0.003,0.075,0.0067,-0.0975,4.9
5Nmar,1.882,0.0045,0.0435,0.0022,-0.096,5.0
5Nmar,1.883,0.0022,0.0142,0.0,-0.066,5.0
5Nmar,1.884,0.0022,0.0,0.0,0.024,5.0
5Nmar,1.885,0.0015,0.0052,0.0,0.0667,5.0
5Nmar,1.886,-0.0008,0.0007,0.0007,0.0127,5.1
5Nmar,1.887,0.0037,-0.0173,-0.0015,-0.0278,5.1
5Nmar,1.888,0.0105,-0.0346,-0.0038,-0.0765,5.1
5Nmar,1.889,0.0165,-0.0503,-0.006,-0.0968,5.1
5Nmar,1.89,0.0217,-0.075,-0.0053,-0.1035,5.2
5Nmar,1.891,0.0217,-0.099,-0.006,-0.1426,5.2
5Nmar,1.892,0.018,-0.0923,-0.006,-0.1785,5.2
5Nmar,1.893,0.0172,-0.0803,-0.003,-0.1785,5.2
5Nmar,1.894,0.0135,-0.0863,-0.0015,-0.0818,5.2
5Nmar,1.895,0.0112,-0.0856,0.0007,0.0195,5.3
5Nmar,1.896,0.0105,-0.0533,0.003,0.0232,5.3
5Nmar,1.897,0.0082,-0.0181,0.0045,-0.0075,5.3
5Nmar,1.898,0.0037,-0.0428,0.003,-0.0308,5.3
5Nmar,1.899,0.003,-0.0555,0.0052,-0.054,5.3
5Nmar,1.9,0.003,0.0562,0.0052,-0.0555,5.3
5Nmar,1.901,-0.0008,0.2152,0.0052,-0.0488,5.3
5Nmar,1.902,-0.0075,0.3022,0.0007,-0.0308,5.3
5Nmar,1.903,-0.012,0.2287,-0.0046,-0.0315,5.3
5Nmar,1.904,-0.0195,0.1275,-0.0046,-0.0795,5.3
5Nmar,1.905,-0.024,0.1522,-0.0083,-0.1035,5.3
5Nmar,1.906,-0.0203,0.0712,-0.0083,-0.1043,5.3
5Nmar,1.907,-0.0188,-0.0015,-0.0068,-0.0893,5.3
5Nmar,1.908,-0.015,-0.0256,-0.0046,-0.0353,5.3
5Nmar,1.909,-0.0128,-0.078,0.0045,0.078,5.3
5Nmar,1.91,-0.012,-0.027,0.0105,0.1822,5.3
5Nmar,1.911,-0.0083,-0.0256,0.0127,0.1785,5.3
5Nmar,1.912,-0.0105,-0.0225,0.009,0.096,5.3
5Nmar,1.913,-0.0128,0.003,0.006,-0.0225,5.3
5Nmar,1.914,-0.0105,0.009,0.0045,-0.126,5.3
5Nmar,1.915,-0.0083,0.0157,0.0015,-0.108,5.3
5Nmar,1.916,-0.0023,-0.015,0.0037,0.015,5.3
5Nmar,1.917,0.0045,-0.0091,0.0082,0.1455,5.3
5Nmar,1.918,0.0052,0.0022,0.012,0.1515,5.2
5Nmar,1.919,0.006,-0.0128,0.0127,0.1237,5.2
5Nmar,1.92,0.0082,-0.0203,0.0142,0.2205,5.2
5Nmar,1.921,0.009,0.0007,0.018,0.3667,5.2
5Nmar,1.922,0.0105,0.0007,0.0187,0.3555,5.2
5Nmar,1.923,0.0067,-0.1028,0.012,0.183,5.2
5Nmar,1.924,0.0067,-0.1875,0.006,0.0772,5.2
5Nmar,1.925,0.006,-0.1463,0.0015,-0.0053,5.2
5Nmar,1.926,0.003,-0.108,-0.0008,-0.0645,5.2
5Nmar,1.927,0.0045,-0.0533,-0.0008,-0.0578,5.2
5Nmar,1.928,0.0052,-0.003,-0.0075,0.0045,5.2
5Nmar,1.929,0.0097,0.0127,-0.0075,0.0892,5.2
5Nmar,1.93,0.012,0.0705,0.0,0.12,5.3
5Nmar,1.931,0.0172,0.1237,0.0022,0.1867,5.3
5Nmar,1.932,0.0165,0.1552,0.0015,0.2587,5.3
5Nmar,1.933,0.0127,0.1327,-0.0015,0.2752,5.3
5Nmar,1.934,0.0127,0.1155,-0.0015,0.2122,5.3
5Nmar,1.935,0.009,0.0697,-0.0046,0.15,5.3
5Nmar,1.936,0.0082,0.0075,-0.0098,0.1065,5.3
5Nmar,1.937,0.0067,-0.0068,-0.0105,0.0525,5.3
5Nmar,1.938,0.0015,-0.0173,-0.0135,0.0577,5.3
5Nmar,1.939,0.0015,-0.012,-0.0165,0.0292,5.3
5Nmar,1.94,-0.0008,-0.0143,-0.0158,0.03,5.3
5Nmar,1.941,-0.0015,0.009,-0.0158,0.0202,5.4
5Nmar,1.942,0.0007,0.0232,-0.0158,-0.003,5.5
5Nmar,1.943,0.003,0.0,-0.0143,0.0022,5.6
5Nmar,1.944,0.0015,-0.0143,-0.0165,-0.0023,5.7
5Nmar,1.945,-0.0015,-0.024,-0.0135,0.0165,5.8
5Nmar,1.946,-0.0053,-0.024,-0.0128,0.0142,5.8
5Nmar,1.947,-0.0083,-0.0256,-0.0143,0.0277,5.9
5Nmar,1.948,-0.0068,-0.0233,-0.0143,0.024,6.0
5Nmar,1.949,-0.006,-0.0195,-0.0135,0.0292,6.1
5Nmar,1.95,-0.0053,-0.0195,-0.0113,0.0367,6.2
5Nmar,1.951,-0.0075,-0.0188,-0.0128,0.048,6.3
5Nmar,1.952,-0.0068,-0.0181,-0.0105,0.0585,6.3
5Nmar,1.953,-0.0068,-0.015,-0.0068,0.03,6.4
5Nmar,1.954,-0.006,-0.0158,-0.0105,0.0172,6.5
5Nmar,1.955,-0.0008,-0.0173,-0.012,-0.0008,6.6
5Nmar,1.956,0.003,-0.0181,-0.012,-0.006,6.7
5Nmar,1.957,0.003,-0.0165,-0.012,0.0007,6.7
5Nmar,1.958,0.0015,-0.0218,-0.0105,0.0082,6.8
5Nmar,1.959,-0.0008,-0.0278,-0.0143,0.0112,6.9
5Nmar,1.96,-0.0038,-0.027,-0.0143,-0.0256,7.0
5Nmar,1.961,-0.0053,-0.0233,-0.0143,-0.0593,7.1
5Nmar,1.962,-0.0015,-0.0158,-0.0143,-0.1103,7.1
5Nmar,1.963,-0.003,-0.0105,-0.0105,-0.21,7.2
5Nmar,1.964,-0.0068,-0.015,-0.0068,-0.183,7.2
5Nmar,1.965,-0.0038,-0.0135,0.0022,0.0435,7.2
5Nmar,1.966,0.0007,-0.012,0.0105,0.2212,7.2
5Nmar,1.967,0.0067,-0.021,0.0142,0.2272,7.3
5Nmar,1.968,0.009,-0.0263,0.0157,0.1537,7.3
5Nmar,1.969,0.0097,-0.0105,0.009,0.063,7.4
5Nmar,1.97,0.009,0.0045,0.0082,0.027,7.4
5Nmar,1.971,0.009,0.0307,0.012,-0.0105,7.4
5Nmar,1.972,0.0127,0.0615,0.0082,-0.1095,7.5
5Nmar,1.973,0.0105,0.063,-0.0008,-0.1965,7.5
5Nmar,1.974,0.003,0.081,-0.0046,-0.1418,7.6
5Nmar,1.975,-0.0038,0.0885,-0.0053,-0.0975,7.6
5Nmar,1.976,-0.0083,0.06,-0.0046,-0.2153,7.6
5Nmar,1.977,-0.0091,0.0495,-0.0023,-0.2033,7.6
5Nmar,1.978,-0.0083,0.0472,0.0112,0.0052,7.7
5Nmar,1.979,-0.003,0.039,0.0315,0.2752,7.7
5Nmar,1.98,-0.0008,-0.0046,0.0457,0.3075,7.8
5Nmar,1.981,0.006,-0.0443,0.0465,0.09,7.8
5Nmar,1.982,0.0082,-0.0256,0.039,0.0022,7.7
5Nmar,1.983,0.0037,-0.0165,0.0292,0.0457,7.7
5Nmar,1.984,0.0052,-0.0263,0.0225,0.0975,7.6
5Nmar,1.985,0.0037,-0.0608,0.0157,0.0892,7.6
5Nmar,1.986,0.0015,-0.0893,0.0082,0.0832,7.6
5Nmar,1.987,0.0045,-0.0825,0.0045,0.063,7.5
5Nmar,1.988,0.003,-0.0645,-0.0015,0.0375,7.5
5Nmar,1.989,0.0022,-0.0023,-0.0008,0.0592,7.4
5Nmar,1.99,0.0052,0.036,0.0015,0.0795,7.4
5Nmar,1.991,0.0052,0.0315,0.003,0.0645,7.4
5Nmar,1.992,0.009,0.021,0.0112,0.018,7.3
5Nmar,1.993,0.009,0.0195,0.015,-0.0015,7.3
5Nmar,1.994,0.0037,0.027,0.0142,0.0637,7.2
5Nmar,1.995,0.0045,0.0142,0.012,0.1867,7.2
5Nmar,1.996,0.0075,-0.012,0.0105,0.1312,7.2
5Nmar,1.997,0.0052,-0.0398,0.0082,0.0585,7.1
5Nmar,1.998,0.003,-0.0361,0.003,0.0457,7.1
5Nmar,1.999,0.0007,-0.033,0.0007,0.018,7.0
5Nmar,2.0,0.0015,-0.0383,0.0,0.0165,6.9
5Nmar,2.001,0.003,-0.012,0.0,-0.0278,6.9
5Nmar,2.002,0.006,0.033,0.0007,-0.0428,6.9
5Nmar,2.003,0.009,0.057,-0.0015,-0.0278,6.9
5Nmar,2.004,0.0037,0.0577,-0.0053,0.0165,6.8
5Nmar,2.005,0.0045,0.0825,-0.0075,0.0487,6.8
5Nmar,2.006,0.0045,0.0877,-0.0105,0.039,6.7
5Nmar,2.007,0.0052,0.0532,-0.0128,0.0277,6.7
5Nmar,2.008,0.006,0.0232,-0.012,0.027,6.7
5Nmar,2.009,0.0045,0.0082,-0.0105,-0.0008,6.7
5Nmar,2.01,0.0067,-0.0105,-0.0128,-0.033,6.6
5Nmar,2.011,0.0067,-0.0181,-0.0143,-0.0465,6.6
5Nmar,2.012,0.0067,-0.0195,-0.0165,-0.0683,6.5
5Nmar,2.013,0.0015,-0.0263,-0.0203,-0.0721,6.5
5Nmar,2.014,0.0015,-0.0203,-0.0195,-0.0856,6.5
5Nmar,2.015,0.0045,-0.0203,-0.0195,-0.0878,6.4
5Nmar,2.016,0.0052,-0.0158,-0.0195,-0.0893,6.4
5Nmar,2.017,0.006,-0.0135,-0.021,-0.0945,6.3
5Nmar,2.018,0.0052,-0.0143,-0.0248,-0.0923,6.3
5Nmar,2.019,0.0015,-0.0143,-0.0225,-0.0968,6.3
5Nmar,2.02,-0.0023,-0.0165,-0.0203,-0.093,6.2
5Nmar,2.021,-0.0008,-0.012,-0.0203,-0.09,6.2
5Nmar,2.022,-0.0015,-0.0105,-0.0195,-0.0825,6.3
5Nmar,2.023,-0.003,-0.0105,-0.0195,-0.0788,6.3
5Nmar,2.024,-0.0046,-0.0128,-0.0165,-0.0743,6.3
5Nmar,2.025,-0.0008,-0.0143,-0.015,-0.0706,6.3
5Nmar,2.026,-0.0015,-0.0135,-0.0135,-0.0683,6.3
5Nmar,2.027,-0.0053,-0.0128,-0.0128,-0.0623,6.3
5Nmar,2.028,0.0007,-0.012,-0.0143,-0.0578,6.4
5Nmar,2.029,-0.0023,-0.0105,-0.012,-0.0533,6.4
5Nmar,2.03,0.003,-0.0105,-0.0091,-0.0533,6.4
5Nmar,2.031,0.0067,-0.0091,-0.0105,-0.0653,6.4
5Nmar,2.032,0.0,-0.0075,-0.0113,-0.0788,6.5
5Nmar,2.033,-0.0015,0.0007,-0.0105,-0.1088,6.5
5Nmar,2.034,-0.006,0.0015,-0.0053,-0.1515,6.5
5Nmar,2.035,0.0022,-0.0083,-0.0008,-0.1275,6.6
5Nmar,2.036,0.0052,-0.0105,0.003,-0.027,6.6
5Nmar,2.037,0.0007,-0.0113,0.0037,0.084,6.6
5Nmar,2.038,-0.0015,-0.015,0.0052,0.1252,6.6
5Nmar,2.039,-0.0053,-0.0195,0.0,0.054,6.7
5Nmar,2.04,-0.0053,-0.015,-0.0015,-0.0083,6.7
5Nmar,2.041,-0.0098,-0.0068,0.0015,-0.0413,6.7
5Nmar,2.042,-0.0068,-0.003,0.0037,-0.0878,6.7
5Nmar,2.043,-0.0053,0.0165,0.009,-0.1006,6.7
5Nmar,2.044,-0.0128,0.0157,0.009,-0.0833,6.7
5Nmar,2.045,-0.0083,-0.012,0.0112,-0.0788,6.7
5Nmar,2.046,-0.003,-0.0068,0.0105,-0.093,6.7
5Nmar,2.047,0.0037,0.0045,0.0097,-0.078,6.7
5Nmar,2.048,0.0052,-0.0015,0.0105,-0.0803,6.7
5Nmar,2.049,0.0045,0.0082,0.009,-0.0856,6.7
5Nmar,2.05,0.0,0.0015,0.0082,-0.0893,6.7
5Nmar,2.051,-0.0023,-0.0053,0.0097,-0.1013,6.7
5Nmar,2.052,-0.0015,0.003,0.0097,-0.1065,6.7
5Nmar,2.053,-0.0053,0.0157,0.0097,-0.0975,6.7
5Nmar,2.054,0.0007,0.0277,0.0112,-0.084,6.7
5Nmar,2.055,-0.0008,0.0142,0.0112,-0.0803,6.6
5Nmar,2.056,0.0037,0.003,0.012,-0.0555,6.6
5Nmar,2.057,0.0082,-0.003,0.0135,-0.0608,6.6
5Nmar,2.058,-0.0053,-0.0091,0.012,-0.0721,6.6
5Nmar,2.059,-0.003,-0.0075,0.012,-0.0765,6.6
5Nmar,2.06,0.003,-0.012,0.0112,-0.093,6.6
5Nmar,2.061,-0.0015,-0.0143,0.009,-0.093,6.6
5Nmar,2.062,0.0007,-0.0181,0.0127,-0.0968,6.6
5Nmar,2.063,0.0015,-0.0256,0.0127,-0.084,6.6
5Nmar,2.064,0.0082,-0.0263,0.0105,-0.081,6.5
5Nmar,2.065,0.009,-0.03,0.0097,-0.0803,6.5
5Nmar,2.066,0.009,-0.03,0.009,-0.0825,6.5
5Nmar,2.067,0.0037,-0.0233,0.012,-0.093,6.5
5Nmar,2.068,-0.003,-0.0083,0.0127,-0.0848,6.4
5Nmar,2.069,0.0037,0.015,0.018,-0.0788,6.4
5Nmar,2.07,0.0052,0.0367,0.0217,-0.0578,6.4
5Nmar,2.071,0.009,0.0682,0.0247,-0.0008,6.4
5Nmar,2.072,0.0105,0.0787,0.0277,0.0195,6.4
5Nmar,2.073,0.0045,0.048,0.027,-0.0285,6.3
5Nmar,2.074,0.0045,0.0202,0.0315,-0.0653,6.3
5Nmar,2.075,0.0097,0.0082,0.033,-0.0743,6.3
5Nmar,2.076,0.0105,0.0022,0.0345,-0.0691,6.3
5Nmar,2.077,0.009,-0.0015,0.039,-0.0383,6.3
5Nmar,2.078,0.0127,-0.0113,0.042,-0.0458,6.3
5Nmar,2.079,0.0142,-0.0225,0.0435,-0.0848,6.2
5Nmar,2.08,0.018,-0.0256,0.042,-0.0908,6.2
5Nmar,2.081,0.018,-0.0203,0.0352,-0.1118,6.2
5Nmar,2.082,0.0142,-0.0218,0.0277,-0.108,6.2
5Nmar,2.083,0.0127,-0.024,0.024,-0.0975,6.2
5Nmar,2.084,0.0105,-0.0285,0.0202,-0.1028,6.2
5Nmar,2.085,0.0105,-0.024,0.018,-0.0825,6.2
5Nmar,2.086,0.015,-0.006,0.0165,-0.0675,6.2
5Nmar,2.087,0.021,0.0045,0.0157,-0.054,6.2
5Nmar,2.088,0.0202,0.0067,0.0127,-0.0353,6.2
5Nmar,2.089,0.0195,0.006,0.0082,-0.0008,6.2
5Nmar,2.09,0.0165,0.003,0.0067,0.0202,6.2
5Nmar,2.091,0.015,0.0082,0.0067,0.0202,6.2
5Nmar,2.092,0.015,0.0082,0.0067,0.027,6.2
5Nmar,2.093,0.0097,0.006,0.0015,0.0307,6.2
5Nmar,2.094,0.0067,0.0052,-0.0008,0.0397,6.2
5Nmar,2.095,0.0045,0.0007,-0.0015,0.0457,6.2
5Nmar,2.096,0.0015,0.0022,-0.0046,0.0502,6.2
5Nmar,2.097,-0.0015,0.0135,-0.0053,0.0502,6.2
5Nmar,2.098,0.0007,0.0255,-0.0083,0.0495,6.2
5Nmar,2.099,-0.0008,0.0127,-0.0083,0.0615,6.2
5Nmar,2.1,-0.0038,0.0142,-0.0091,0.0697,6.2
5Nmar,2.101,-0.0023,0.0315,-0.0105,0.078,6.2
5Nmar,2.102,-0.003,0.0225,-0.012,0.09,6.2
5Nmar,2.103,-0.0046,0.012,-0.015,0.0952,6.2
5Nmar,2.104,-0.0053,0.0105,-0.0143,0.1027,6.1
5Nmar,2.105,-0.0053,0.0075,-0.0173,0.1065,6.1
5Nmar,2.106,-0.006,0.0067,-0.0181,0.1102,6.1
5Nmar,2.107,-0.0068,0.003,-0.0143,0.1177,6.1
5Nmar,2.108,-0.0083,0.0,-0.0165,0.1215,6.1
5Nmar,2.109,-0.0105,0.0007,-0.0165,0.1237,6.0
5Nmar,2.11,-0.0083,-0.0015,-0.0165,0.1275,6.0
5Nmar,2.111,-0.0105,-0.006,-0.0165,0.1305,6.0
5Nmar,2.112,-0.0083,-0.012,-0.0143,0.1267,6.0
5Nmar,2.113,-0.0023,-0.0158,-0.0143,0.123,6.0
5Nmar,2.114,-0.0015,-0.0105,-0.012,0.1215,5.9
5Nmar,2.115,0.0007,-0.0068,-0.012,0.12,5.9
5Nmar,2.116,-0.0015,-0.0008,-0.012,0.1207,5.9
5Nmar,2.117,-0.0038,0.0037,-0.012,0.123,5.9
5Nmar,2.118,-0.003,0.0015,-0.012,0.1177,5.9
5Nmar,2.119,-0.003,0.0007,-0.012,0.114,5.8
5Nmar,2.12,-0.0023,0.0082,-0.0113,0.114,5.8
5Nmar,2.121,-0.0008,0.015,-0.0091,0.1125,5.8
5Nmar,2.122,-0.0023,0.0067,-0.0091,0.1065,5.8
5Nmar,2.123,-0.0008,0.0015,-0.0083,0.0967,5.8
5Nmar,2.124,0.0,0.0022,-0.0083,0.0772,5.8
5Nmar,2.125,0.0,-0.003,-0.0068,0.0652,5.9
5Nmar,2.126,0.0015,-0.0053,-0.0083,0.0772,5.9
5Nmar,2.127,-0.0015,-0.0053,-0.0091,0.0907,5.9
5Nmar,2.128,-0.0008,-0.0046,-0.006,0.108,5.9
5Nmar,2.129,0.0022,-0.0023,-0.0053,0.1185,5.9
5Nmar,2.13,0.003,0.0015,-0.0053,0.081,5.9
5Nmar,2.131,0.0052,0.0007,-0.0038,0.0442,5.9
5Nmar,2.132,0.009,-0.0008,0.0007,0.0337,6.0
5Nmar,2.133,0.009,-0.0038,-0.0008,0.0277,6.0
5Nmar,2.134,0.0045,-0.0091,-0.003,0.042,6.0
5Nmar,2.135,0.0015,-0.0098,-0.003,0.0555,6.0
5Nmar,2.136,0.0015,-0.0098,-0.0046,0.0472,6.0
5Nmar,2.137,0.0015,-0.0105,-0.0015,0.0315,6.0
5Nmar,2.138,0.0015,-0.0075,-0.0015,0.0202,6.0
5Nmar,2.139,0.0037,-0.0015,-0.0015,0.009,6.1
5Nmar,2.14,0.0045,0.0045,-0.0008,0.003,6.1
5Nmar,2.141,0.0052,0.0097,-0.003,0.0082,6.1
5Nmar,2.142,0.003,0.012,-0.0023,0.0112,6.1
5Nmar,2.143,0.0007,0.0105,-0.0015,0.0082,6.1
5Nmar,2.144,0.0015,0.0045,0.0015,0.0037,6.1
5Nmar,2.145,0.0,0.003,0.0045,-0.0046,6.1
5Nmar,2.146,0.003,-0.0008,0.0037,-0.012,6.1
5Nmar,2.147,0.003,-0.003,0.0045,-0.015,6.2
5Nmar,2.148,0.0015,-0.0038,0.0037,-0.0181,6.2
5Nmar,2.149,0.0045,-0.0046,0.0015,-0.0188,6.2
5Nmar,2.15,0.0015,-0.0023,0.0052,-0.0203,6.2
5Nmar,2.151,0.0015,-0.0008,0.0045,-0.021,6.2
5Nmar,2.152,0.0045,0.0015,0.0045,-0.021,6.2
5Nmar,2.153,0.0045,0.0022,0.0037,-0.0225,6.2
5Nmar,2.154,0.0045,0.0045,0.0015,-0.0233,6.3
5Nmar,2.155,0.0067,0.0015,0.0037,-0.0256,6.3
5Nmar,2.156,0.0,-0.0038,0.006,-0.0278,6.3
5Nmar,2.157,-0.0015,-0.0015,0.0037,-0.027,6.3
5Nmar,2.158,0.0015,-0.0015,0.0015,-0.0263,6.3
5Nmar,2.159,0.0015,-0.0015,0.0015,-0.0256,6.3
5Nmar,2.16,0.0022,0.0,0.0037,-0.0248,6.3
5Nmar,2.161,0.0015,-0.0008,0.0007,-0.0233,6.3
5Nmar,2.162,-0.0008,-0.0038,-0.0008,-0.0225,6.3
5Nmar,2.163,-0.003,-0.003,-0.0023,-0.0233,6.3
5Nmar,2.164,-0.0023,-0.003,-0.003,-0.021,6.4
5Nmar,2.165,0.0007,-0.003,-0.0015,-0.0203,6.4
5Nmar,2.166,0.0037,-0.0015,-0.0023,-0.0225,6.4
5Nmar,2.167,0.0067,-0.003,-0.0015,-0.021,6.4
5Nmar,2.168,0.0052,-0.0015,-0.003,-0.0218,6.4
5Nmar,2.169,0.0045,-0.003,-0.0038,-0.0218,6.5
5Nmar,2.17,0.0007,-0.003,-0.0023,-0.0195,6.5
5Nmar,2.171,-0.0046,0.0,-0.006,-0.0181,6.5
5Nmar,2.172,-0.0046,0.0015,-0.0053,-0.015,6.5
5Nmar,2.173,-0.0053,0.003,-0.0046,-0.0165,6.5
